id,abb,info,geb,tod,sex,gebOrt,todOrt
11838,NULL,Saurau; Michael (1535–1572),1535,1572,m,,
11839,NULL,Saurau; Wolfgang (1535–1563),1535,1563,m,Ligist,
11840,NULL,Wanga von Rubein; Georg Theoderich (1595–1669); Kämmerer,1595,1669,m,Rubein,Meran
11841,NULL,Kolowrat; Johann (1420–1469),1420,1469,m,Weseritz,
11842,NULL,Kolowrat; Wenzel (1457–1536),1457,1536,m,Weseritz,
11843,NULL,Kolowrat; Ludwig (1500–1555),1500,1555,m,Weseritz,
11844,NULL,Kolowrat; Johann (1540–1604),1540,1604,m,Weseritz,Bistrau in Böhmen
11845,NULL,Kolowrat; Wilhelm Heinrich (1589–1642); Kämmerer,1589,1642,m,Weseritz,Wien
11846,NULL,Malowetz; Georg (1600–    ); Kämmerer,1600,,m,Chýnov,
11847,NULL,Pleß von Slaupna; Wenzel (1550–1603); Vorschneider,1550,1603,m,,
11848,S,Capliers; Kaspar (1541–1621),1541,1621,m,,Prag
11849,NULL,Capliers; Albrecht (1583–1616); Truchsess,1583,1616,m,,Neustupov
11850,NULL,Kinsky; Johann (1471–1521),1471,1521,m,Vchynice,
11851,NULL,Kinsky; Georg (1500–1566),1500,1566,m,,
11852,NULL,Kinsky; Jaroslaus (1540–1614); Hofdiener,1540,1614,m,,
11853,NULL,Kinsky; Johann Friedrich (1580–1644); Kämmerer,1580,1644,m,,
11854,NULL,Zaruba von Hustirzan; Karl (1550–1619); Vorschneider,1550,1619,m,Hustířan,
11865,S,Podiebrad; Heinrich Wenzel (1592–1639); Kämmerer,1592,1639,m,Oels,Bernstadt an der Weide
11866,NULL,Ritschan; Harald (1500–    ),1500,,m,,
11867,NULL,Ritschan; Sidonius (1530–1582),1530,1582,m,,Zádveřice
11868,NULL,Ritschan; Wenzel (1537–1596); Vorschneider,1537,1596,m,,
11869,NULL,Ritschan; Johann (1565–1643); Truchsess,1565,1643,m,,
11870,NULL,Wettin; Friedrich (1412–1464); Herzog zu Sachsen,1412,1464,m,Altenburg in Thüringen,Leipzig
11871,NULL,Wettin; Ernst (1441–1486); Herzog zu Sachsen,1441,1486,m,Altenburg in Thüringen,Colditz
11872,P,Wettin; Albrecht (1443–1500); Herzog zu Sachsen,1443,1500,m,Altenburg in Thüringen,Emden in Ostfriesland
11873,P,Wettin; Georg (1471–1539); Herzog zu Sachsen,1471,1539,m,,
11874,P,Wettin; Heinrich (1473–1541); Herzog zu Sachsen,1473,1541,m,Dresden,Dresden
11875,NULL,Wettin; Friedrich (1474–1510),1474,1510,m,Torgau,Rochlitz
11876,NULL,Wettin; Moritz (    –    ),,,m,,
11877,NULL,Wettin; Ernst (1464–1513),1464,1513,m,,Halle an der Saale
11878,NULL,Wettin; Albrecht (1467–1484); Erzbischof von Mainz,1467,1484,m,,Aschaffenburg
11879,NULL,Wettin; Johann (1468–1532),1468,1532,m,,
11880,M,Wettin; Friedrich (1463–1525); Herzog zu Sachsen,1463,1525,m,,
11881,S,Puchheim; Otto Friedrich (1606–1664); Bischof von Laibach,1606,1664,m,Göllersdorf,Passau
11882,M,Rabatta; Reimund Ferdinand (1669–1722); Bischof von Passau,1669,1722,m,Görz,Passau
11883,P,Mattioli; Peter Andreas (1501–1578); Hofarzt,1501,1578,m,Siena,Trient
11884,S,Mattioli; Ferdinand (1562–1625); Hofarzt,1562,1625,m,Prag,Augsburg
11885,NULL,Rindsmaul; Ruprecht (1570–1651),1570,1651,m,Graz,
11886,NULL,Rindsmaul; Maria Rosalia (1622–1665),1622,1665,w,,
11888,S,Rindsmaul; Wolfgang Ruprecht (1610–1683); Obersthofmeister,1610,1683,m,Graz,
11889,NULL,Rindsmaul; Johann Otto (1615–1667); Landeshauptmann von Görz,1615,1667,m,Graz,Graz
11890,NULL,Liechtenstein von Kastelkorn; Johann Christoph (1591–1643); Bischof von Chiemsee,1591,1643,m,Leifers,Salzburg
11891,NULL,Kurtz von Senftenau; Albrecht (1600–1671),1600,1671,m,München,Neuburg an der Donau
11892,S,Reich; Karl Friedrich (1615–1647),1615,1647,m,,Gießen an der Lahn
11893,NULL,Manesis; Bernhard (1530–    ); Oberstküchenmeister,1530,,m,,
11894,NULL,Mehl von Strehlitz; Balthasar (1480–1545),1480,1545,m,Strehlitz an der Studnitz,Breslau
11895,NULL,Mehl von Strehlitz; Georg (1514–1589),1514,1589,m,Breslau,Prag
11896,NULL,Barbo von Waxenstein; Sebald (1545–1589),1545,1589,m,,Laibach
11897,NULL,Barbo von Waxenstein; Siegmund (1575–    ),1575,,m,,
11898,NULL,Barbo von Waxenstein; Bernhard (1580–1632); Kämmerer,1580,1632,m,,
11899,NULL,Barbo von Waxenstein; Georg (1605–    ); Kämmerer,1605,,m,,
11900,F,Habsburg; Rudolf I. (1218–1291); König des Heiligen Römischen Reiches,1218,1291,m,Limburg im Breisgau,Speyer:Dom
11901,P,Oldenburg; Theoderich (1394–1440),1394,1440,m,Oldenburg an der Hunte,Delmenhorst
11902,NULL,Oldenburg; Gerhard (1430–1500),1430,1500,m,Oldenburg an der Hunte,Saint Esprit du Pont
11903,S,Oldenburg; Johann (1460–1526),1460,1526,m,Oldenburg an der Hunte,Oldenburg an der Hunte
11904,F,Oldenburg; Anton (1505–1573),1505,1573,m,Oldenburg an der Hunte,Oldenburg an der Hunte
11905,S,Oldenburg; Johann (1540–1603),1540,1603,m,Oldenburg an der Hunte,Oldenburg an der Hunte
11906,P,Oldenburg; Christian (1426–1481); König von Dänemark,1426,1481,m,Oldenburg an der Hunte,Kopenhagen
11907,P,Oldenburg; Friedrich (1471–1533); König von Dänemark,1471,1533,m,Hadersleben,Gottorf
11908,P,Oldenburg; Christian (1503–1559); König von Dänemark,1503,1559,m,Gottorf,Kolding
11909,M,Oldenburg; Friedrich (1534–1588); König von Dänemark,1534,1588,m,Hadersleben,Antvorskov
11910,S,Oldenburg; Christian (1577–1648); König von Dänemark,1577,1648,m,Frederiksborg,Kopenhagen
11911,NULL,Wittelsbach; Ludwig (1315–1361),1315,1361,m,,
11912,NULL,Wittelsbach; Ludwig (1328–1365),1328,1365,m,Rom,
11913,NULL,Wittelsbach; Stephan (1319–1375),1319,1375,m,,
11914,NULL,Wittelsbach; Johann (1341–1397),1341,1397,m,,
11915,NULL,Wittelsbach; Ernst (1373–1438),1373,1438,m,,München
11916,NULL,Wittelsbach; Albrecht (1401–1460),1401,1460,m,München,München
11917,NULL,Wittelsbach; Albrecht (1447–1508),1447,1508,m,München,München
11918,P,Wittelsbach; Wilhelm (1493–1550); Herzog in Bayern,1493,1550,m,München,München:Liebfrauenkirche
11919,P,Wittelsbach; Ludwig (1495–1545); Graf von Vohburg,1495,1545,m,Grünwald im Isartal,Landshut in Niederbayern
11920,S,Oldenburg; Anton Gundaker (1583–1667); Kämmerer,1583,1667,m,Oldenburg an der Hunte,Rastede im Ammerland
11921,NULL,Fuchs von Fuchsberg; Christoph (1360–1421),1360,1421,m,,Jaufenburg in Passeier
11922,NULL,Fuchs von Fuchsberg; Georg (1400–    ); Obersthofmarschall,1400,,m,Jaufenburg in Passeier,
11923,NULL,Fuchs von Fuchsberg; Hildebrand (1410–    ),1410,,m,Jaufenburg in Passeier,
11924,NULL,Fuchs von Fuchsberg; Degenhard (1450–1528); Landeshauptmann von Tirol,1450,1528,m,Jaufenburg in Passeier,Kufstein:Veitskirche
11925,NULL,Fuchs von Fuchsberg; Christoph (1482–1542); Bischof von Brixen,1482,1542,m,Sankt Michael in Eppan,Brixen am Eisack:Dom
11926,NULL,Fuchs von Fuchsberg; Christoph (1520–1560),1520,1560,m,Sankt Michael in Eppan,
11927,NULL,Fuchs von Fuchsberg; Karl (1550–1609),1550,1609,m,Lebenberg im Etschtal,
11928,NULL,Fuchs von Fuchsberg; Anna (1485–1534); Obersthofmeisterin,1485,1534,w,Sankt Michael in Eppan,
11929,NULL,Fuchs von Fuchsberg; Magdalena (1495–1556),1495,1556,w,Sankt Michael in Eppan,
11930,P,Oldenburg; Anton (1633–1680); Graf von Aldenburg,1633,1680,m,Hatten,Varel am Jadebusen
11931,NULL,Starhemberg; Kaspar (1360–1418),1360,1418,m,,
11932,NULL,Starhemberg; Johann (1412–1474); Landeshauptmann von Oberösterreich,1412,1474,m,,
11933,NULL,Starhemberg; Bartlome (1460–1531),1460,1531,m,,
11934,NULL,Starhemberg; Ulrich (1410–1474),1410,1474,m,,
11935,NULL,Schlick; Heinrich (1365–1431),1365,1431,m,,
11936,P,Schlick; Kaspar (1396–1449),1396,1449,m,Eger in Böhmen,Wien
11937,NULL,Schlick; Matthias (1410–1487),1410,1487,m,,Elbogen an der Eger
11938,NULL,Schlick; Hieronym (1440–1491),1440,1491,m,Elbogen an der Eger,Gran an der Donau
11939,NULL,Schlick; Albrecht (1490–1558),1490,1558,m,Elbogen an der Eger,Winteritz in Böhmen
11940,S,Pernstein; Johann (1406–1475),1406,1475,m,,
11941,S,Pernstein; Wilhelm (1438–1521),1438,1521,m,,Pardubitz
11942,P,Pernstein; Johann (1487–1548); Landeshauptmann von Mähren,1487,1548,m,Kromau in Mähren,Seelowitz
11943,F,Pernstein; Albrecht (1490–1534); Landeshauptmann von Böhmen,1490,1534,m,Kromau in Mähren,Prag
11944,NULL,Leipa; Johann (1490–1531),1490,1531,m,,Kromau in Mähren
11945,NULL,Leipa; Berthold (1520–1576); Landeshauptmann von Mähren,1520,1576,m,Kromau in Mähren,
11946,NULL,Leipa; Johann (1550–1598); Landeshauptmann von Mähren,1550,1598,m,Göding an der March,
11948,NULL,Sternberg; Wilhelm (1520–1562),1520,1562,m,Beneschau,
11949,NULL,Waldstein; Friedrich (1510–1569),1510,1569,m,,
11950,M,Przemysl; Odoaker (1233–1278); König von Böhmen,1233,1278,m,Königstädtel in Böhmen,Dürnkrut an der March
11951,NULL,Welz; Viktor (1535–1590),1535,1590,m,,
11952,NULL,Welz; Moritz (1565–1606),1565,1606,m,,
11953,NULL,Welz; Siegmund (1600–    ),1600,,m,,
11954,NULL,Welz; Franz (1635–1674),1635,1674,m,,
11955,NULL,Welz; Franziska Barbara (1666–1718),1666,1718,w,,Wilhermsdorf im Zenngrund
11956,NULL,Welz; Franz (1594–1661),1594,1661,m,,
11957,NULL,Welz; Siegmund Moritz (1619–1673),1619,1673,m,,Nördlingen im Ries
11958,NULL,Welz; Hiob Hartmann (1617–1667),1617,1667,m,,
11959,NULL,Neumann von Wasserleonburg; Wilhelm (1490–1536),1490,1536,m,Weitensfeld im Gurktal,Villach in Kärnten
11960,P,Neumann von Wasserleonburg; Anna (1535–1623),1535,1623,w,Villach in Kärnten,Murau:Kapuzinerkirche
11961,NULL,Hohenlohe; Georg (1488–1551),1488,1551,m,Neuenstein im Hohenloher Land,Waldenburg im Hohenloher Land
11962,NULL,Hohenlohe; Ludwig Kasimir (1517–1568),1517,1568,m,Öhringen,Neuenstein im Hohenloher Land
11963,NULL,Hohenlohe; Eberhard (1535–1570),1535,1570,m,Öhringen,Waldenburg im Hohenloher Land
11964,F,Hohenlohe; Georg Friedrich (1562–1600),1562,1600,m,Waldenburg im Hohenloher Land,Waldenburg im Hohenloher Land
11965,NULL,Hohenlohe; Georg Friedrich (1595–1635),1595,1635,m,Waldenburg im Hohenloher Land,Frankfurt am Main
11966,M,Hohenlohe; Ludwig Gustav (1634–1697); Geheimer Rat,1634,1697,m,Schillingsfürst in Mittelfranken,Frankfurt am Main
11967,NULL,Huyn van Geleen; Arnold (1560–1636),1560,1636,m,Amstenrade,
11968,S,Huyn van Geleen; Gottfried (1595–1657),1595,1657,m,Amstenrade,Biesen am Niederrhein
11969,NULL,Huyn van Geleen; Alexandra (1605–1654),1605,1654,w,Amstenrade,
11970,NULL,Solms; Otto (1340–1410),1340,1410,m,,
11971,NULL,Solms; Johann (1390–1457),1390,1457,m,,
11972,NULL,Solms; Konrad (1430–1477),1430,1477,m,,
11973,NULL,Solms; Bernhard (1380–1459),1380,1459,m,,
11974,NULL,Solms; Otto (1426–1504),1426,1504,m,,
11975,NULL,Solms; Bernhard (1468–1547),1468,1547,m,,
11976,NULL,Solms; Philipp (1494–1581),1494,1581,m,,
11977,NULL,Solms; Konrad (1540–1592),1540,1592,m,,Braunfels im Westerwald
11978,NULL,Solms; Wilhelm (1570–1635); Kämmerer,1570,1635,m,Braunfels im Westerwald,Greifenstein im Westerwald
11979,NULL,Solms; Reinhard (1573–1630),1573,1630,m,,
11980,F,Brahe; Tyge (1546–1601),1546,1601,m,Knudstrup,Prag
11981,NULL,Puchheim; Andreas (1505–1558),1505,1558,m,Krumbach in der Buckligen Welt,
11982,NULL,Puchheim; Siegmund (1540–1595); Hofkammerrat,1540,1595,m,Krumbach in der Buckligen Welt,
11983,NULL,Puchheim; Heinrich (1430–1478),1430,1478,m,Raabs an der Thaya,
11984,NULL,Puchheim; Georg (1460–1514),1460,1514,m,Raabs an der Thaya,
11985,NULL,Puchheim; Wolfgang (1520–    ),1520,,m,Göllersdorf,
11986,NULL,Puchheim; Georg (1550–1613); Oberstfalkenmeister,1550,1613,m,Göllersdorf,
11987,NULL,Puchheim; Veit (1470–    ),1470,,m,Göllersdorf,
11988,NULL,Puchheim; Johann (1500–1544),1500,1544,m,Horn im Waldviertel,
11989,NULL,Puchheim; Veit Albrecht (1532–1584),1532,1584,m,Horn im Waldviertel,
11990,S,Kepler; Johann (1571–1630); Hofmathematiker,1571,1630,m,Weil der Stadt,Regensburg
11991,S,Traudisch; Georg Adam (1590–1653),1590,1653,m,,
11992,NULL,Traudisch; Johann Georg (1627–1646),1627,1646,m,,Schweinfurt
11993,NULL,Lindauer; Michael (1550–    ); Hofkammerdiener,1550,,m,,
11994,M,Wettin; Friedrich (1504–1539),1504,1539,m,Dresden,Dresden
11995,NULL,Thurn; Markela (1530–    ),1530,,w,Venedig,
11996,S,Guarinoni; Christoph (1540–1610),1540,1610,m,Verona,
11997,P,Guarinoni; Bartlome (1534–1616); Hofarzt,1534,1616,m,Trient,
11998,P,Guarinoni; Hippolyt (1571–1654),1571,1654,m,Trient,Hall in Tirol
11999,P,Spieß; Helena (1590–    ),1590,,w,,
12000,P,Wittelsbach; Albrecht (1528–1579); Herzog in Bayern,1528,1579,m,München,München
12001,P,Oldenburg; Waldemar Christian (1622–1656); Reichshofrat,1622,1656,m,Frederiksborg,Lublin
12002,S,Frangipane di Veglia; Katharina (1625–1673),1625,1673,w,Wasseil,Graz
12003,S,Zrínyi; Helena (1643–1703),1643,1703,w,Wasseil,Nikomedia
12004,NULL,Frangipane di Veglia; Juliana (1650–1693),1650,1693,w,,
12005,S,Bournonville; Alexander (1616–1690); Kämmerer,1616,1690,m,Brüssel,Pamplona
12006,S,Caprara; Aeneas (1631–1701); Geheimer Rat,1631,1701,m,Bologna,Wien
12007,NULL,Baranyai von Őcsény; Thomas (1595–    ),1595,,m,Várad,
12008,P,Howard von Stafford; Wilhelm (1614–1680); Kämmerer,1614,1680,m,Arundel,London
12009,NULL,Saavedra; Johann (1600–    ); Kämmerer,1600,,m,,
12010,P,Rákóczi; Siegmund (1544–1608); Fürst von Siebenbürgen,1544,1608,m,Felsővadász,Felsővadász
12011,P,Rákóczi; Georg (1593–1648); Fürst von Siebenbürgen,1593,1648,m,Szerencs,Patak am Bodrog
12012,S,Rákóczi; Georg (1621–1660); Fürst von Siebenbürgen,1621,1660,m,Patak am Bodrog,Wardein an der Schnellen Kreisch
12013,NULL,Rákóczi; Paul (1596–1636); Kämmerer,1596,1636,m,,
12014,P,Rákóczi; Franz (1645–1676); Fürst von Siebenbürgen,1645,1676,m,Weißenburg in Siebenbürgen,Makovica
12015,P,Rákóczi; Franz (1676–1735); Fürst von Siebenbürgen,1676,1735,m,Borsi am Bodrog,Bisanthe am Marmarameer
12016,NULL,Koháry; Peter (1564–1629),1564,1629,m,Lewenz,
12017,NULL,Koháry; Magdalena (1601–    ),1601,,w,,
12018,NULL,Baranyai von Őcsény; Maria Magdalena (1620–1652),1620,1652,w,Várad,
12019,NULL,Esterházy; Gabriel (1580–1626),1580,1626,m,Gallandau,Domaniža
12020,NULL,Manrique de Lara; Kasilda (1597–1670),1597,1670,w,Orduña,Madrid
12021,S,Jörger von Tollet; Johann Helfried (1594–1657); Obersthofmeister,1594,1657,m,Linz an der Donau,
12022,S,Oldenburg; Alexander (1608–1667),1608,1667,m,Beck im Werretal,Tobitschau
12023,S,Dietrichstein; Rudolf (1603–1649),1603,1649,m,Hollenburg an der Drau,
12024,S,Kuefstein; Georg Adam (1605–1656); Hofkriegsrat,1605,1656,m,Greillenstein,
12025,S,Kollonitz; Heinrich Karl (1611–1676),1611,1676,m,,
12026,S,Windischgrätz; Gottlieb (1630–1695); Reichsvizekanzler,1630,1695,m,Regensburg,Wien:Schottenkirche
12027,M,Windischgrätz; Leopold Viktorin (1686–1746); Reichshofrat,1686,1746,m,Regensburg,Wien
12028,S,Thurn; Jobst Joseph (1533–1589); Hofkriegsrat,1533,1589,m,,
12029,NULL,Thurn; Joseph (1635–    ); Mundschenk,1635,,m,,
12030,S,Boccamaggiore di Cropelli; Kamil (1600–1650); Kämmerer,1600,1650,m,,
12031,S,Auersperg; Weikhard (1583–1660); Kämmerer,1583,1660,m,,
12032,S,Beck; Philipp (1591–1654),1591,1654,m,,
12033,NULL,Kuefstein; Lobgott (1632–1680); Kämmerer,1632,1680,m,,
12034,NULL,Kuefstein; Ehregott (1635–    ); Truchsess,1635,,m,,
12035,S,Rübland; Johann Christoph (1600–    ),1600,,m,,
12036,S,Fernberger; Christoph Karl (1596–1653),1596,1653,m,Eggenberg im Traunviertel,Brunn am Gebirge
12037,S,Beygott von Reinderstadt; Daniel (1600–1668),1600,1668,m,,Albrechtitz im Reichenberger Land
12038,S,Csáky; Franz (1630–1670); Kämmerer,1630,1670,m,Almás im Kreischgebiet,Kaschau
12039,S,Brisigell; Johann Thomas (1600–1652),1600,1652,m,,Budweis in Böhmen
12040,S,Craiovescu; Rudolf Servas (1560–1620); Fürst der Walachei,1560,1620,m,,Wien
12041,S,Révay; Lassel (1600–1667),1600,1667,m,Madocsán,Bolondvár an der Waag
12042,S,Spáczay; Martin (1600–1650),1600,1650,m,,
12043,S,Vadászi; Paul (1610–    ),1610,,m,,
12044,S,Forgách; Lassel (1600–1669),1600,1669,m,,Trentschin im Waagtal
12045,S,Mikulich von Brukonovcz; Thomas (1580–1649),1580,1649,m,,
12046,S,Pálffy; Andreas (1610–1649),1610,1649,m,,Skalitz
12047,S,Földváry; Niklas (1610–    ),1610,,m,,
12048,S,Czobor; Emmerich (1600–1677); Kämmerer,1600,1677,m,Maria Schoßberg,Pressburg
12049,S,Koháry; Stephan (1616–1664),1616,1664,m,,Lewenz
12050,P,Illésházy; Stephan (1540–1609); Palatin von Ungarn,1540,1609,m,Pressburg,Wien
12051,S,Esterházy; Daniel (1585–1654),1585,1654,m,Gallandau,Schintau an der Waag
12052,S,Esterházy; Wolfgang (1615–1670); Truchsess,1615,1670,m,Gallandau,Leutschau in der Zips
12053,S,Esterházy; Stephan (1616–1641); Kämmerer,1616,1641,m,Plankenburg in den Karpaten,Wien
12054,P,Esterházy; Paul (1635–1713); Palatin von Ungarn,1635,1713,m,Eisenstadt im Burgenland,Eisenstadt im Burgenland
12055,NULL,Prépostvári; Siegmund (1600–1645); Kämmerer,1600,1645,m,Lokács,
12056,NULL,Pálffy; Katharina (1542–1616),1542,1616,w,Erdőd,
12057,P,Illésházy; Kaspar (1593–1648); Kämmerer,1593,1648,m,,
12058,P,Illésházy; Georg (1620–1689); Kämmerer,1620,1689,m,,
12059,S,Majthényi; Michael (1590–1655),1590,1655,m,,
12060,S,Makripodaris; Hyazinth (1610–1672); Bischof von Maroschburg,1610,1672,m,Chios,Wien
12061,NULL,Forgách; Andreas (1530–1612),1530,1612,m,,
12062,NULL,Forgách; Lassel (1570–1605),1570,1605,m,,
12063,S,Orosy; Georg (1600–1665),1600,1665,m,,
12064,NULL,Pálffy; Johann (1548–1593),1548,1593,m,Erdőd,Somoskő
12065,NULL,Pálffy; Thomas (1580–    ),1580,,m,,
12066,S,Szelepcsényi; Georg (1595–1685); Erzbischof von Gran,1595,1685,m,Tyrnau,Letowitz in Mähren
12067,NULL,Salm; Maria Magdalena (1548–1607),1548,1607,w,,
12068,NULL,Lobkowicz; Lassel (1537–1609),1537,1609,m,,
12069,S,Lobkowicz; Eva (1585–1640),1585,1640,w,,Neuhaus am Klausenbach
12070,P,Batthyány; Franz (1577–1625); Kämmerer,1577,1625,m,Schlaining,Schlaining
12071,NULL,Althan; Michael Johann (1643–1702),1643,1702,m,Wien,
12072,S,Basta; Georg (1550–1607); Hofkriegsrat,1550,1607,m,Roccaforzata,Wien:Minoritenkirche
12073,S,Pio di Savoia; Giselbrecht (1629–1676); Kämmerer,1629,1676,m,Sassuolo,Philippsburg am Rhein
12074,S,Csáky; Lassel (1602–1654); Kämmerer,1602,1654,m,Adorján an der Berettyó,Pressburg
12075,NULL,Csáky; Stephan (1569–1605),1569,1605,m,Adorján an der Berettyó,Klausenburg
12076,S,Csáky; Stephan (1603–1662); Kämmerer,1603,1662,m,Ruskov,Zipserhaus
12077,S,Csáky; Lassel (1630–1691),1630,1691,m,,Komorn an der Donau
12078,NULL,Batthyány; Margarita (1611–1664),1611,1664,w,Güssing,Wien
12079,P,Schwarzenberg; Maria Ernestina (1649–1719),1649,1719,w,Brüssel,Wien
12080,NULL,Auersperg; Herbert (1574–1618),1574,1618,m,Laibach,
12081,NULL,Auersperg; Niklas (1522–1581),1522,1581,m,,
12082,NULL,Auersperg; Wolfgang Siegmund (1543–1598); Oberstjägermeister,1543,1598,m,,
12083,NULL,Auersperg; Weikhard (1575–1607),1575,1607,m,Laibach,
12084,S,Kuefstein; Johann Wilhelm (1606–1637); Kämmerer,1606,1637,m,Greillenstein,Oschatz
12085,NULL,Kuefstein; Hilfgott (1643–1713),1643,1713,m,,
12086,S,Rákóczi; Juliana (1672–1717),1672,1717,w,Borsi am Bodrog,Reckheim
12087,NULL,Althan; Michael Wenzel (1630–1686); Landeshauptmann von Glatz,1630,1686,m,Wien,Wölfelsdorf in Schlesien
12088,S,Wachenheim; Otto Ludwig (1610–1660),1610,1660,m,Wachenheim an der Pfrimm,Monsheim an der Pfrimm
12089,NULL,Waldstein; Karl Ernst (1661–1713); Obersthofmeister,1661,1713,m,Dobrovice,Wien
12090,S,Pătrașcu; Michael (1558–1601); Fürst der Walachei,1558,1601,m,Wollmarkt in der Walachei,Thorenburg
12091,P,Pătrașcu; Niklas (1584–1627); Fürst der Walachei,1584,1627,m,Königsberg in der Walachei,Wien
12092,NULL,Craiovescu; Anna Rudolfina (1590–1664),1590,1664,w,,Wien
12093,S,Craiovescu; Konstantin Servas (1608–1685); Fürst der Walachei,1608,1685,m,Curtea de Argeș,Waniowice
12094,NULL,Batthyány; Barbara (1615–1680),1615,1680,w,Güssing,
12095,P,Batthyány; Elisabeth (1619–1674),1619,1674,w,Güssing,Oedenburg
12096,NULL,Losenstein; Georg Achaz (1545–1597); Reichshofrat,1545,1597,m,Schallaburg,Offenhausen im Grünbachtal
12097,NULL,Losenstein; Franz Adam (1631–1666); Kämmerer,1631,1666,m,Gschwendt an der Krems,Wien
12098,S,Losenstein; Theodemar (1510–1577); Landeshauptmann von Oberösterreich,1510,1577,m,Gschwendt an der Krems,Linz an der Donau
12099,S,Losenstein; Franz Anton (1642–1692); Bischof von Dura,1642,1692,m,Wien,Wien
12100,P,Jagiello; Anna (1503–1547); Königin des Heiligen Römischen Reiches,1503,1547,w,Ofen,Prag:Veitsdom
12101,S,Longueval de Buquoy; Karl Albrecht (1607–1663); Kämmerer,1607,1663,m,Brüssel,Bergen im Hennegau
12102,NULL,Longueval de Buquoy; Ferdinand Karl (1634–1685); Kämmerer,1634,1685,m,,Prag
12103,NULL,Longueval de Buquoy; Albrecht Karl (1637–1714); Kämmerer,1637,1714,m,,
12104,NULL,Kamieński; Johann (1615–    ); Truchsess,1615,,m,,
12105,NULL,Parzuchowski; Alexander Michael (1615–    ); Truchsess,1615,,m,,
12106,NULL,Luzsénszky; Lassel (1620–    ); Truchsess,1620,,m,Lužná in Mittelböhmen,
12107,S,Zichy; Stephan (1616–1693); Kämmerer,1616,1693,m,Weißbrunn in Ungarn,Karlburg an der Donau
12108,NULL,Wrzesowitz; Ferdinand (1620–1670); Truchsess,1620,1670,m,Geiersberg in Böhmen,
